Category,Sub_Category,Machine,Model,Product_Code,Product_Name,Unit,Qty,Part_Number,Brand,Product_Type,Import_Type,Country_Of_Orgin,Serial_NO,Store,Rack,Bin,Status
,,,,,Shaft Complete for Bobbin ,Pcs,,P/N-F03011/20020/00,,,,,,,,,
,,,,,Fluted Roller Botom -MP-F4107-01080-00,Pcs,1,,,,,,,,,,
,,,,17.17.075,Slide Bar,Pcs,5,,,,,,,,,,
,,,,,Lifting Bracket,Pcs,1,,,,,,,,,,
,,,,,Bracket Reversing,Pcs,1,P/N- F2301-34011-00,,,,,,,,,
,,,,,Fluted  Botom GE Third ,Pcs,1,P/N-F4106-07010-00,,,,,,,,,
605005,600000,,,06.05.005,Graphite Powder,kg,10,,,,,,,,,,
,,,,,Suction Plate for Bottom Clearer ,Pcs,10,,,,,,,,,,
,,,,,Bevel Gear with Shaft,pcs,2,,,,,,,,,,
1700000,1715000,,,17.15.003,Coiler Drive Shaft,Pcs,1,,,,,,,,,,
,,,,17.24.001,Nylon Coupling -12T,Pcs,4,,,,,,,,,,
,,,,,Bearing Neck for Bottom Roller,Pcs,1,,,,,,,,,,
,,,,,Snap Ring,Pcs,6,,,,,,,,,,
,,,,17.17.031,Condencer Assy (F4131-11030-00),Pcs,100,,,,,,,,,,
,,,,17.17.017,Arm Pressure Spring ,Pcs,2,,,,,,,,,,
,,,,17.17.076,Stud Bobbin wheel ,Pcs,10,,,,,,,,,,
,,,,,P/N-30512-16010-0A,,,,,,,,,,,,
,,,,17.17.066,Screw for Adjusting Clatch ,Pcs,1,,,,,,,,,,
,,,,17.17.065,Screw for Adjusting Clatch ,Pcs,1,P/N-F2301-150-10-0A,,,,,,,,,
800000,810023,,,08.10.023,Bolt M8x100,Pcs,1,,,,,,,,,,
,,,,,Distence Clip,Pcs,4,,,,,,,,,,
1700000,1707070,,,17.07.070,Air Blow Nozzle ,Pcs,1,,,,,,,,,,
,,,,,False Twester,pcs,4,,,,,,,,,,
,,,,,Gase for (CCOi),Pcs,2,,,,,,,,,,
,,,,,Top Cover pin,Pcs,2,,,,,,,,,,
,,,,,Flyer pin Top ,Pcs,10,,,,,,,,,,
,,,,,Flyer pin Bottom ,Pcs,10,,,,,,,,,,
1700000,17.01.000,,,,Ball Bearing NO-6005ZZ,Pcs,3,,,,,,,,,,
,,,,,Ball Bearing NO-1209K,Pcs,1,,,,,,,,,,
,,,,,Star Screw ,Pcs,3,,,,,,,,,,
,,,,,Distence Clip,Pcs,4,,,,,,,,,,
,,,,17.35.004,Pad Holder bas for Lifter Roller ,Pcs,2,P/N-D1201-08-000,,,,,,,,,
,,,,17.35.036,Elbow -90 Dia- 1/8'',Pcs,1,P/N- 7447000201,,,,,,,,,
,,,,17.35.038,Trumpet Measuring ,Pcs,2,P/N-D1101-09030-A0,,,,,,,,,
,,,,17.35.033,Controler ,Pcs,2,,,,,,,,,,
,,,,,Bas Gathered ,Pcs,4,,,,,,,,,,
,,,,,P/N- DB175AAA,,,,,,,,,,,,
,,,,17.35.006,Pad Clearer for Bottom Roller,Pcs,2,P/N- D140-4-01-000,,,,,,,,,
,,,,17.35.009,Pressure Bar,Pcs,2,,,,,,,,,,
,,,,17.35.005,Clear Bas Complete ,Pcs,2,P/N-D1111-05-01-0,,,,,,,,,
,,,,17.35.032,Hose Pipe Nylon-250Lmm,Pcs,4,P/N-75009-04-025,,,,,,,,,
,,,,17.35.035,Pressure Bar ,Pcs,2,P/N-D1107-01-000-00,,,,,,,,,
,,,,,Spring Coil,Pcs,32,,,,,,,,,,
,,,,,Tube-Dia- 8.6,Pcs,1,P/N-74471-08-400,,,,,,,,,
,,,,,Key for Shaft,Pcs,2,,,,,,,,,,
,,,,,Appron - 36.2x40x1.0,Pcs,150,,,,,,,,,,
,,,,,Plastic Clearer Lift/Pad,Pcs,12,,,,,,,,,,
,,,,,Tension spring Dia- W4-L-174mm,Pcs,1,,,,,,,,,,
,,,,,V- Belt XPA2000-,Pcs,,P/N-10495112,,,,,,,,,
,,,,,Top Roller Bearing Complete,Pcs,1,P/N- 10745531,,,,,,,,,
,,,,,Flat Spring Load,Pcs,1,P/N- 1093658,,,,,,,,,
,,,,,Adapter Sleeve -18/25x35.5,Pcs,1,P/N-10116803,,,,,,,,,
,,,,,Timing Belt - 635-H5M-9,Pcs,1,P/N-10257499,,,,,,,,,
,,,,,Insulating Plate,Pcs,1,P/N- 1012972,,,,,,,,,
,,,,,Roller Complete D-44,Pcs,1,P/N- 163206,,,,,,,,,
,,,,,Adapter Sleeve -18/25x35.5,Pcs,1,P/N-10116803,,,,,,,,,
,,,,,Timing Belt - 2345-10TS,Pcs,1,,,,,,,,,,
,,,,,V- Belt-1054 8PJ,Pcs,1,P/N-10484280,,,,,,,,,
,,,,,Top Roller Bearing Complete,Pcs,1,P/N- 10745531,,,,,,,,,
,,,,,V- Rvit Belt 8PJ 1245,Pcs,1,P/N-1048-4281,,,,,,,,,
,,,,,Clear Plate Scanning Roller ,Pcs,1,P/N-10035575,,,,,,,,,
,,,,,Pressure Spring E-M-A-JY,Pcs,1,P/N-1094233,,,,,,,,,
,,,,,Timing Belt - AT Breco -V,Pcs,1,P/N-PAR32-AT10,,,,,,,,,
,,,,,Clearer Cloth -320x180x2.4m,Pcs,2,,,,,,,,,,
,,,,,Clearer Cloth -560x160x2.5m,Pcs,7,,,,,,,,,,
,,,,17.07.042,Top Clear Cloth-740x52x2.4,Pcs,233,,,,,,,,,,
,,,,,Gear Flyer 32T,Pcs,5,,,,,,,,,,
,,,,,LHP-F3419-34010-00,,,,,,,,,,,,
,,,,17.17.083,Rifter Rack Pinion ,Pcs,5,P/N-F3601-11010-00,,,,,,,,,
,,,,,Gear Bobbin Flyer Drive  RH 47Teeth,Pcs,5,,,,,,,,,,
,,,,,Ball Bearing -6207ZZ(NSK),Pcs,2,,,,,,,,,,
,,,,,Ball Bearing -1310K with Socket,Pcs,3,,,,,,,,,,
,,,,,Gear Flyer RH 32T,Pcs,2,P/N-F3419-320-10-00,,,,,,,,,
,,,,,Gear Bobbin Flyer Drive LH 47Teeth,Pcs,5,,,,,,,,,,
,,,,,Gear Complete Bobbin RH 32T,Pcs,2,P/N-F3532-01-010-00,,,,,,,,,
,,,,,Gear Complete Bobbin 32T LH,Pcs,2,P/N-351-02010-00,,,,,,,,,
,,,,,Year Roller for Top Clearer,Pcs,20,,,,,,,,,,
,,,,,Spring for Big Pawl ,Pcs,2,,,,,,,,,,
,,,,,Spoket wheel -20Teeth,Pcs,1,,,,,,,,,,
,,,,,Bebel Shaped Pawl,pcs,10,,,,,,,,,,
,,,,,Pawl,Pcs,6,(P/N-A456-18103),,,,,,,,,
,,,,,Bracket for Finishing front Clear,Pcs,2,,,,,,,,,,
,,,,,Spoket wheel -22Teeth,Pcs,1,,,,,,,,,,
,,,,,Sliver Guide ,Pcs,50,,,,,,,,,,
,,,,,Pressure Bar Plate,Pcs,5,,,,,,,,,,
,,,,,Middle Jone Condencer Red,Pcs,55,,,,,,,,,,
,,,,,Back Jone Condencer Red,Pcs,54,,,,,,,,,,
,,,,,Cover Plastic,Pcs,4,,,,,,,,,,
,,,,,Stud,Pcs,9,,,,,,,,,,
,,,,,Pin Thread P-Type,Pcs,10,,,,,,,,,,
,,,,,Mandle (P-1112A),Pcs,6,,,,,,,,,,
,,,,17.16.029,Helical Gear -13T,Pcs,2,,,,,,,,,,
,,,,,Tension Bend Hub- Assbling ,Pcs,10,P/N-FA401-2200-14,,,,,,,,,
,,,,,Back Jone Condencer ,Pcs,50,,,,,,,,,,
,,,,17.16.046,Pawl Big,Pcs,300,,,,,,,,,,
,,,,17.16.045,Pawl Small,Pcs,300,,,,,,,,,,
,,,,,Foot Plat,Pcs,8,,,,,,,,,,
,,,,17.16.008,Top Comb Liver,Pcs,20,,,,,,,,,,
,,,,,Appron - (Rubber) Top - 37x40x1.0m,Pcs,60,,,,,,,,,,
,,,,,HRO Bearing (Croos) for FA-401,Pcs,2,,,,,,,,,,
,,,,17.16.007,Plastic Bush,Pcs,32,,,,,,,,,,
,,,,,Gear Compound Back Draf-1.75-60T,Pcs,1,,,,,,,,,,
,,,,,FL-16 P-F0254-43011-00,,,,,,,,,,,,
,,,,,Gear Defer 2.5mm-33T,Pcs,1,P-F0212-2510-00,,,,,,,,,
,,,,,Pereon Defincial -2.5m 17Teeth,Pcs,1,P/N-2320-00,,,,,,,,,
,,,,,Bar Complete Rac Anchor,Pcs,1,P/N-F2303-01010-0A,,,,,,,,,
,,,,,Roller Fruted Bottom GE Front ,Pcs,1,P/N-F4106-01040-00,,,,,,,,,
,,,,,Roller Fruted Bottom GE Back ,Pcs,1,P/N-F4106-100-10-00,,,,,,,,,
,,,,,Double Anchor Bar,Pcs,1,P/N-F2303-05010-00,,,,,,,,,
,,,,,Lifting Rag Gear M,Pcs,2,,,,,,,,,,
,,,,,Air Nipple (T-Type) 6mm,Pcs,10,,,,,,,,,,
3000000,310031,,,03.10.031,Air Pipe Nylon -10x6.5mm,Rft,30,,,,,,,,,,
,,,,,3mm Alen key Bolt -5x17mm,Pcs,50,,,,,,,,,,
170000,1707084,,,17.16.055,Rubber washer - 85x67x4.5mm,Pcs,30,,,,,,,,,,
,,,,17.07.084,Syn. Rubber Cot ( Alu),Pcs,850,,,,,,,,,,
,,,,,Flyer Cap Grup Type,Pcs,400,,,,,,,,,,
,,,,,Flyer Cap Grup Smooth,Pcs,400,,,,,,,,,,
,,,,,Flyer Complete,Pcs,50,,,,,,,,,,
,,,,,Gas Pressure Spring 250N,Pcs,1,,,,,,,,,,
,,,,,Flyer Complete,Pcs,74,,,,,,,,,,
,,,,,Supporting Pully-100mm,Pcs,10,,,,,,,,,,
,,,,,Guiding Pully,Pcs,2,,,,,,,,,,
,,,,,Bevel Gear -30Teeth,Pcs,4,,,,,,,,,,
,,,,,Bevel Gear -25Teeth,Pcs,4,P/N-03612034,,,,,,,,,
,,,,,Spindle PLC7631 ,Pcs,4,(P/N-53018646),,,,,,,,,
,,,,,Clutch,Pcs,15,p/N- 52550301),,,,,,,,,
,,,,,Feed Roller ,Pcs,5,(P/N-5255097),,,,,,,,,
,,,,,Nevel,Pcs,224,,,,,,,,,,
,,,,,MS Bush-55mm,Pcs,1,,,,,,,,,,
,,,,,MS Bush-45mm,Pcs,1,,,,,,,,,,
,,,,17.20.067,Nevel R0006,Pcs,6,(P/N-52550714),,,,,,,,,
,,,,17.20.085,Back Pully -60mm,Pcs,3,(P/N-53044021),,,,,,,,,
,,,,,Reverse Run Pully-6mm,Pcs,1,P/N-61023-03691415,,,,,,,,,
,,,,,Separator -75 front Rotor-R43,Pcs,3,,,,,,,,,,
,,,,,Lour Arm Assy,Pcs,18,P/N-61510-035535011N),,,,,,,,,
,,,,,Connecting Bush,Pcs,4,,,,,,,,,,
,,,,,Guide Block -2,Pcs,200,,,,,,,,,,
,,,,,Guide Block -2,Pcs,50,(P/N-61418-03556045),,,,,,,,,
,,,,,Guide Block - 1,Pcs,50,,,,,,,,,,
,,,,17.20.004,Block Guide Plastic,Pcs,100,(p/N-61414-03556041,,,,,,,,,
,,,,17.20.040,Toothed Bushing-30T,Pcs,3,,,,,,,,,,
,,,,,Holder(P/N-61498-03506151),Pcs,17,,,,,,,,,,
,,,,,Yarn Guide,Pcs,150,(P/N-61426-52551061),,,,,,,,,
,,,,17.20.117,Base Plate,Pcs,5,,,,,,,,,,
,,,,,Bevel wheel -257dia-25mm,Pcs,2,P/N-53117034/53017360,,,,,,,,,
,,,,,Spring ,Pcs,70,,,,,,,,,,
,,,,,Bevel with pin ,Pcs,2,( P/N-61024-03660911),,,,,,,,,
,,,,,Coupling Clutch ,Pcs,4, (P/N-6101152541295),,,,,,,,,
,,,,,Knife,Pcs,50,,,,,,,,,,
,,,,17.05.007,Circlip (Outer)-Dia=30mm,Pcs,25,,,,,,,,,,
,,,,17.05.037,Circlip (Outer)-Dia=23mm,Pcs,25,,,,,,,,,,
,,,,17.05.034,Circlip (Outer)-Dia=28mm,Pcs,25,,,,,,,,,,
,,,,,Insert K-40(P/N-52550601),Pcs,23,,,,,,,,,,
,,,,,Separator 75,pcs,8,(P/N-62264-52550685),,,,,,,,,
,,,,,Separator ,Pcs,8,,,,,,,,,,
,,,,,Condenser,Pcs,1,(p/N-62026-52550355),,,,,,,,,
,,,,,Holder,Pcs,30,,,,,,,,,,
,,,,,Guiding Arm,Pcs,6,(P/N-61422-03556074),,,,,,,,,
,,,,,Rubber Bush,Pcs,50,,,,,,,,,,
,,,,17.04.006,Oil Seal ( 52x25x12mm),Pcs,8,,,,,,,,,,
,,,,17.04.001,Oil Seal ( 56x30x12mm),Pcs,,,,,,,,,,,
,,,,17.20.0094,Gufero(Oil Seal)-40x72x12mm),Pcs,3,P/N-53017368,,,,,,,,,
,,,,17.04.006,Oil Seal ( 52x25x12mm),Pcs,8,,,,,,,,,,
,,,,17.04.005,Oil Seal ( 48x62x8mm),Pcs,10,,,,,,,,,,
,,,,17.20.093,Gufero(Oil Seal)-25x35x7mm),Pcs,4,,,,,,,,,,
,,,,17.02.229,Timing Belt-1792x8x36mm,Pcs,2,,,,,,,,,,
,,,,17.02.209,Timing Belt-640x8mx8x14mm,Pcs,4,,,,,,,,,,
,,,,17.02.125,Timing Belt-950x5mxx22mm,Pcs,2,,,,,,,,,,
,,,,17.20.089,Ver-R-Simpla belt(P/N-11-110-28-931),Pcs,4,,,,,,,,,,
,,,,17.02.087,V-Belt A43'',Pcs,2,,,,,,,,,,
,,,,17.20.003,Glas Tub(Big),Pcs,90,,,,,,,,,,
,,,,17.20.105,Glas Tub(Small),Pcs,100,,,,,,,,,,
,,,,,Alen key-3mm,Pcs,2,,,,,,,,,,
,,,,,Openning Roller,Pcs,550,,,,,,,,,,
,,,,,Insert Plate,Pcs,400,,,,,,,,,,
,,,,,Flat Belt-41470x25x1.8mm,Pcs,2,,,,,,,,,,
,,,,,Insert Plate(BD-SD),Pcs,400,,,,,,,,,,
,,,,,Openning Roller Head,Pcs,300,,,,,,,,,,
,,,,17.02.348,Timing Belt-1040x8mx20mm,Pcs,2,,,,,,,,,,
,,,,17.02.336,Timing Belt-1760x8mx20mm,Pcs,2,,,,,,,,,,
,,,,17.02.081,Timing Belt-1280x8mx20mm,Pcs,5,,,,,,,,,,
,,,,17.02.081,Timing Belt-720x8mx20mm,Pcs,2,,,,,,,,,,
,,,,,Timing Belt-ATP2000T10-32mm CLC-3,Pcs,1,,,,,,,,,,
,,,,17.02.347,Timing Belt-720xD8mx20mm,Pcs,3,,,,,,,,,,
,,,,17.2.365,Timing Belt-800xD8mx20mm,Pcs,4,,,,,,,,,,
,,,,17.02.217,Timing Belt-1050xD5mx15mm  DK780,Pcs,2,,,,,,,,,,
,,,,17.02.283,Timing Belt-270-DHx25m  DK780,Pcs,1,,,,,,,,,,
,,,,17.02.194,Timing Belt-450-H-100m  DK780,Pcs,1,,,,,,,,,,
,,,,1702379,Timing Belt-450xDH-25mm DK780,Pcs,2,,,,,,,,,,
,,,,17.02.353,Timing Belt-1270xD5mx15mm   TC11/15,Pcs,3,,,,,,,,,,
,,,,17.02.059,V-Belt -69 (SME),Pcs,6,,,,,,,,,,
,,,,17.02.375,V-Belt -XPA1250mm MT,Pcs,1,,,,,,,,,,
,,,,17.02.067,V-Belt A57''  (TV/Fan/SME),Pcs,4,,,,,,,,,,
,,,,17.02.377,V- Belt SPA1800mmLW(MPM),Pcs,4,,,,,,,,,,
,,,,17.02.053,V-Belt A61''(LVSA),Pcs,2,,,,,,,,,,
,,,,17.02.369,V-Belt XPA1750 (MXU10),Pcs,6,,,,,,,,,,
,,,,17.02.338,V-Belt XPA310  TC11/15,Pcs,2,,,,,,,,,,
,,,,17.02.355,V-Belt XPA950 (BDT),Pcs,2,,,,,,,,,,
,,,,17.02.378,V-belt SPA 3000LW(CLP),Pcs,2,,,,,,,,,,
,,,,,Flat Belt-3530x50x2m  TC11/15,Pcs,2,,,,,,,,,,
,,,,17.02.373,Flat Belt-1950x30x2m(CLP-3),Pcs,2,,,,,,,,,,
,,,,17.02.374,Flat Belt-1200x18x2m TC11/15,Pcs,3,,,,,,,,,,
,,,,17.02.371,Flat Belt-1800x10x2  TC15,Pcs,2,,,,,,,,,,
,,,,17.02.346,Flat Belt-1530x8mx2m TC11,Pcs,3,,,,,,,,,,
,,,,17.02.350,Flat Belt-910x8x2m TC11,Pcs,2,,,,,,,,,,
,,,,17.08.146,Spar Gear -17T (SME),Pcs,3,,,,,,,,,,
,,,,17.08.146,Spar Gear -17T (SME),Pcs,3,,,,,,,,,,
,,,,17.08.136,Single Spoket wheel-17T (SME),Pcs,5,,,,,,,,,,
,,,,17.08.135,Single Spoket wheel-14T (SME),Pcs,3,,,,,,,,,,
,,,,17.10.057,Shaft,Pcs,20,(P/N- JV1745-E1  ( MK5 C/D),,,,,,,,,
,,,,17.09.024,Draft Change Gear 19T (MK5 C/D),Pcs,1,,,,,,,,,,
,,,,17.09.077,Spar Gear with Coiler-19T  MKC/D,Pcs,2,,,,,,,,,,
,,,,17.09.076,Spur Gear-19T  MK 5 C/D,Pcs,2,,,,,,,,,,
,,,,17.10.056,Spacer wide,Pcs,12,(P-JV1746-E1),,,,,,,,,
,,,,17.10.055,Narrow Spacer,Pcs,12,(P/N- PJV1746-E2),,,,,,,,,
,,,,,Circlip (Outer) -29mm MK 5 C/D,Pcs,10,,,,,,,,,,
,,,,"1,705,016",Circlip (External) 9mm  MK5c/D,Pcs,74,,,,,,,,,,
,,,,09.14.002,Allen Key 2.5mm   MK5 C/D,Pcs,2,,,,,,,,,,
,,,,,WD-40,Pot,2,,,,,,,,,,
,,,,,Araldite ,Set,1,,,,,,,,,,
,,,,17.02.150,Flat Belt-2140x30x5mm (SME),Pcs,2,,,,,,,,,,
,,,,17.02.026,Flat Belt-1610x30x4mm (GBR)),Pcs,7,,,,,,,,,,
,,,,,Flat Belt-1550x30x5mm (GBR),Pcs,3,,,,,,,,,,
,,,,17.02.005,Flat Belt-2330x15x5mm   (SME),Pcs,2,,,,,,,,,,
,,,,17.02.286,Flat Belt-1854x20x1.5mm  MK 5c/D,Pcs,1,,,,,,,,,,
,,,,17.02.219,Flat Belt-1180x25x1.5m MK5 C/D,pcs,2,,,,,,,,,,
,,,,17.02.297,Wab Appron Belt - 484x65x1.1mm,Pcs,5,,,,,,,,,,
,,,,,Wab Appron Belt - 382x65x1.1mm,Pcs,1,,,,,,,,,,
,,,,17.02.234,Timing Belt( 630Hx100    DK780,Pcs,2,,,,,,,,,,
,,,,17.02.268,Timing Belt( 840Hx20mm MK5 C/D,Pcs,1,,,,,,,,,,
,,,,17.02.235,Timing Belt(390H-75mm DK780,Pcs,2,,,,,,,,,,
,,,,17.02.182,Timing Belt(367-100mm MK 5 C/D,Pcs,4,,,,,,,,,,
,,,,17.02.196,Timing Belt-387L-75mm  MK 5 C/D,Pcs,2,,,,,,,,,,
,,,,17.02.366,Timing Belt-460H-25mm  MK 5 c/D,Pcs,2,,,,,,,,,,
,,,,17.02.193,Timing Belt-390L-100mm MK 5 C/D,Pcs,6,,,,,,,,,,
,,,,17.02.193,Timing Belt-390L-100/25m MK 5 C/D,Pcs,1,,,,,,,,,,
,,,,17.02.182,Timing Belt-1250Hx25mm  DK 780,Pcs,1,,,,,,,,,,
,,,,17.02.095,Timing Belt-570H-300mm MK 5 C/D,Pcs,1,,,,,,,,,,
,,,,17.2.363,Timing Belt-230H-25mm  Mk 5 C/D,Pcs,2,,,,,,,,,,
,,,,17.02.302,Timing Belt-390L-20mm MK 5 C/D,Pcs,2,,,,,,,,,,
,,,,,Coiler Bottom Gear Box MK 5-D,Pcs,1,,,,,,,,,,
,,,,,Top Roller,Pcs,2,(P/N-JV695) ,,,,,,,,,
,,,,,Reducer Bush  MK 5 C/D,Pcs,2,,,,,,,,,,
,,,,,Insert Coupling,Pcs,15,(P/N-556841),,,,,,,,,
,,,,,Spacer Plus MK 5 C/D,Pcs,224,,,,,,,,,,
,,,,17.10.071,Screw Thared ,Pcs,2,(P/N-5M691-13),,,,,,,,,
,,,,17.10.121,Handle for Flat Gauge MK 5 C/D,Pcs,6,,,,,,,,,,
,,,,17.10.118,Lattice Flash Pull,set,2,(P/N- 856524),,,,,,,,,
,,,,,Pivot Shaft Scraper Bar,Pcs,4,(P/N-JV6775E-1),,,,,,,,,
,,,,17.10.075,Skating Washer STD 180-04 MK 5 C/D,Pcs,4,,,,,,,,,,
,,,,17.10.58,Scraper ,Pcs,10,(P/N-JV1470E-1),,,,,,,,,
,,,,,Spar Gear -20T  MK 5 C/D,Pcs,4,,,,,,,,,,
,,,,,Planger ,Pcs,4,(P- JV6787) ,,,,,,,,,
,,,,17.10.041,worm Gear Shaft for Flat Driver Box 7thred,Pcs,1,,,,,,,,,,
,,,,17.10.078,Compress Spring ,Pcs,12,(P- 556838) ,,,,,,,,,
,,,,17.10.114,Bush,Pcs,1,P-JV6899E/1  ,,,,,,,,,
,,,,,Taper Lock Bush-25mm MK 5 C/D,Pcs,2,,,,,,,,,,
,,,,,Taper Lock Bush-1108 MK 5 C/D,Pcs,2,,,,,,,,,,
,,,,17.10.045,worm Gear Shaft for coiler Driver Box 5thred,Pcs,1,,,,,,,,,,
,,,,02.05.001,Tin Ingot,gm,400,,,,,,,,,,
,,,,17.10.040,worm Gear Shaft for Flat  Driver Box ,Pcs,1,,,,,,,,,,
,,,,,7 Thread Dia- 22mm MK 5 C/D,,,,,,,,,,,,
,,,,,Tapper Lock Bush- (P-1610) MK 5 C/D,Pcs,2,,,,,,,,,,
,,,,,Dill jig (MK 5 C/D),Pcs,1,,,,,,,,,,
,,,,,Uper Back Bush,Pcs,4,P-JV5012),,,,,,,,,
,,,,,Socket Screw M 5x16 MK 5 C/D,Pcs,450,,,,,,,,,,
,,,,,Special Drill Bit -6mm,Pcs,5,,,,,,,,,,
,,,,,Countor Bove-5.8x10mm  MK 5 C/D,Pcs,1,,,,,,,,,,
,,,,,Caceting Fluide (Graf),Can,1,,,,,,,,,,
,,,,,Grinding Paste MK 5 C/D,Pot,1,,,,,,,,,,
,,,,17.10.112,Gas Start  MK 5 C/D,Pcs,1,,,,,,,,,,
,,,,17.10.083,Cylinder Timing Pully Lock Bush,Pcs,2,,,,,,,,,,
,,,,17.08.120,Double Spoket wheel -30T (SME),Pcs,3,,,,,,,,,,
,,,,17.08.119,Double Spoket wheel -25T (SME),Pcs,3,,,,,,,,,,
,,,,,worm Gear ( Metal)-56T (SME),Pcs,3,,,,,,,,,,
,,,,17.09.045,parts for Antipugal Friction Pully,Pcs,1,,,,,,,,,,
,,,,,P/N-FA-201-0400),,,,,,,,,,,,
,,,,17.09.078,Worm Gear -3T ,Pcs,1,(P-FA-201-4132),,,,,,,,,
,,,,17.09.055,Satter Shaft Head wheel ,Pcs,1,(p-FA201-4132),,,,,,,,,
,,,,17.09.013,Flate Drive Gear box with Spacer Gear- fa201,Pcs,1,,,,,,,,,,
,,,,,Supper Gear for Coller-28T (FA201),Pcs,1,,,,,,,,,,
,,,,17.09.20,Calander Gear (Nylon) 38T (FA201),Pcs,1,,,,,,,,,,
,,,,,Flat vernishing Bracket,pcs,2,,,,,,,,,,
,,,,,Super gear 58T,Pcs,1,,,,,,,,,,
,,,,17.09.067,Sliver Calender Roller,pcs,1,,,,,,,,,,
,,,,09.21.016,Filler Gauge-12;x1-1/2'' 7balde,pcs,2,,,,,,,,,,
,,,,09.21.014,Filler Gauge-10''x2'' 4balde,Pcs,1,,,,,,,,,,
,,,,17.09.037,Scraper,Pcs,6,,,,,,,,,,
,,,,17.10.020,Calender Roller Gear-21T,Pcs,5,,,,,,,,,,
,,,,17.09.050,Cylinder Under Casing Bracket Set,Pcs,1,,,,,,,,,,
,,,,17.09.053,Back shet Umite,pcs,1,,,,,,,,,,
,,,,17.09.016,Slive Tension Gear-50T,Pcs,1,,,,,,,,,,
,,,,17.09.026,Draft Change Gear-21T,Pcs,1,,,,,,,,,,
,,,,17.09.029,Helical Gear-20T,Pcs,1,,,,,,,,,,
,,,,17.09.031,warm wheel-37T,Pcs,1,,,,,,,,,,
,,,,17.09.066,Flat End Bush unit,Pcs,1,,,,,,,,,,
,,,,17.09.035,Bearing seat,Pcs,1,,,,,,,,,,
,,,,17.09.030,Helical Gear-20T,pcs,1,,,,,,,,,,
,,,,17.09.036,Super gear -20T,Pcs,1,,,,,,,,,,
,,,,17.09.065,Flate Chain unit,Pcs,1,,,,,,,,,,
,,,,17.09.060,Eceentric Sleev Seat,Pcs,1,,,,,,,,,,
,,,,17.09.051,Cylinder Under Casing Bracket Set,pcs,1,,,,,,,,,,
,,,,17.09.073,Graphite Pices,Pcs,17,,,,,,,,,,
,,,,17.09.048,Adjusting Bolt ( Lickerin),Pcs,2,,,,,,,,,,
,,,,17.09.028,Gear 20T(Nylon),Pcs,1,,,,,,,,,,
,,,,17.09.025,Draft Change Gear-20T,Pcs,1,,,,,,,,,,
,,,,17.09.033,Super Gear -30T(Uper),Pcs,1,,,,,,,,,,
,,,,17.09.083,Adjusting Stud,Pcs,1,,,,,,,,,,
,,,,17.09.032,warm shaft,Pcs,1,,,,,,,,,,
,,,,17.09.074,Comb wire Needle,Pcs,5,,,,,,,,,,
,,,,17.09.082,Flexible Bend bolt Screw,Pcs,1,,,,,,,,,,
,,,,17.09.057,Pressing Cap,Pcs,1,,,,,,,,,,
,,,,17.09.041,Stripping Comb Arm unit( L-side),Pcs,2,,,,,,,,,,
,,,,17.09.040,Stripping Comb Arm unit( R-side),Pcs,2,,,,,,,,,,
,,,,17.09.046,Magnate Unit,Pcs,10,,,,,,,,,,
,,,,17.09.064,Shaft Slive,Pcs,1,,,,,,,,,,
,,,,17.09.081,Adjusting Screw ,Pcs,1,,,,,,,,,,
,,,,17.09.080,Adjusting Screw ,Pcs,1,,,,,,,,,,
,,,,17.09.084,Adjusting Stud,Pcs,1,,,,,,,,,,
,,,,,Oil Seal -80x55x10mm,pcs,5,,,,,,,,,,
,,,,,Oil Seal -25x62x10mm,pcs,5,,,,,,,,,,
,,,,,Oil Seal -25x47x8mm,Pcs,5,,,,,,,,,,
,,,,17.04.049,Oil Seal -50x30x7mm,pcs,6,,,,,,,,,,
,,,,17.04.048,Oil Seal -47x20x7,Pcs,5,,,,,,,,,,
,,,,17.04.025,Oil Seal -20x47x7mm,Pcs,4,,,,,,,,,,
,,,,17.04.058,Oil Seal -15x30x7mm,Pcs,1,,,,,,,,,,
,,,,17.02.317,Flat Belt- 4625x70x2mm,Pcs,1,,,,,,,,,,
,,,,17.02.251,Flat Belt- 1305x20,Pcs,1,,,,,,,,,,
,,,,17.02.263,Flat Belt- 1665x28x2mm,Pcs,1,,,,,,,,,,
,,,,17.02.253,Flat Belt- 1245x30x2mm,Pcs,1,,,,,,,,,,
,,,,17.02.188,Flat Belt- 770x16x1.75mm,Pcs,1,,,,,,,,,,
,,,,17.02.220,Flat Belt- 720x25x1.5mm,Pcs,2,,,,,,,,,,
,,,,17.02.265,Flat Belt- 635x12mx1.5mm,Pcs,1,,,,,,,,,,
,,,,17.02.227,Flat Belt- 622x30x2.2mm,Pcs,2,,,,,,,,,,
,,,,17.02.272,Flat Belt- 570x12x1.5,Pcs,1,,,,,,,,,,
,,,,17.10.007,Nylon Gear-19T,Pcs,6,,,,,,,,,,
,,,,17.10.027,Fiber Gear-22T,Pcs,7,,,,,,,,,,
,,,,17.10.006,Nylon Penion-39T,Pcs,5,,,,,,,,,,
,,,,,Fiber Gear-22T,pcs,7,,,,,,,,,,
,,,,17.10.025,Fiber Gear-60T,pcs,5,,,,,,,,,,
,,,,17.10.025,Fiber Gear-25T,pcs,5,,,,,,,,,,
,,,,17.10.028,Fiber Gear-21T,Pcs,1,,,,,,,,,,
